Review_Title,Review_Text,Verified_Buyer,Review_Date,Review_Location,Review_Upvotes,Review_Downvotes,Product,Brand,Scrape_Date
Did not meet expectations,"I was really looking forward to trying this product but it was not as exciting as I hoped. The mask felt good while on however did not leave a long lasting moisturized finish like I would have expected with ""hydro"" in the name.",No,2 years ago,Michigan,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Gentle and effective,"I love this product for my dry and sensitive skin. It's gentle enough to use daily. It leaves my skin feeling so fresh. After a few weeks using it, I have noticed my skin is softer and brighter. I have now incorporated this into my daily routine. I enjoy using it. Gifted by Dermalogica.",No,1 year ago,California,0,0,Daily Microfoliant,Dermalogica,3/27/23
I would buy this again,good product,Yes,4 years ago,quakertow pa,1,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Love It!,"This product is wonderful. I purchased the travel size two days ago because I was not sure if I would like it. Turns out that I immediately noticed my skin was brighter when I rinsed it off and with each day , each use my skin looks better each day. I only use it at night before I go to bed because of sone of the ingress in it and I do not like going bin the sun after I exfoliate. I did notice this morning that my skin is starting to peel( which is great). Its a very mild peel though , not very noticeable at all unless your looking at a magnifying mirror and light. Also my skin is self extracting. I noticed two pimples this morning that had actually extracted themselves so I finished the rest. Now, these pimples were not on ly face before , so what's happening is the dead skin is coming off my skin which is causing impurities to come to surface. Again, these are also very small pimples that are not noticeable unless you are looking at a magnifying mirror and lamp . If this continues with this outcome, I will be purchasing the bigger size",No,4 years ago,Orlando Florida,2,0,Daily Microfoliant,Dermalogica,3/27/23
Gentle on the skin,I used this product after the PreCleanse Balm and the Special Cleansing gel and it left my skin feeling so smooth and clean- in fact the smoothest it has felt in a long time. The superfoliant feels slightly like a paste so isn't rough on the skin and doesn't have a strong smell which I also like. Would definitely recommend to anyone looking for a deep cleansing product,No,5 years ago,UK,0,0,Daily Superfoliant,Dermalogica,3/27/23
HOLY GRAIL STATUS,"Tbh I avoided this product bc I assumed that it would dry out my perpetually dry skin but this stuff is straight up MAGIC! I added it to my recent ULTA order bc I kept hearing that it was a fabulous powder exfoliant & I wanted the free gifts with purchase so I figured why not & I'm so glad that I did! This leaves my skin feeling incredibly soft, smooth & supple without any dryness or irritation. My skin has been especially dry/dull this winter & I've been having to exfoliate almost daily instead of my usual 3 times a week & needed something quick & gentle & this product is exactly that! I'll be ordering the full sized bottle bc I don't think I can live without this product!",No,5 years ago,Brooklyn NY,0,0,Daily Superfoliant,Dermalogica,3/27/23
I like,Thank you for powder exfoliant collection.. I like it,No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Amazing exfoliant,I'm on to my third tube of this exfoliant. I simply love the warmth as you apply it on your face. I have been using this once a week and the texture of my skin has improved dramatically.,No,6 months ago,Undisclosed,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
"Yes, love this product",Makes my skin glow,Yes,5 years ago,"Tampa, fl",0,0,Daily Microfoliant,Dermalogica,3/27/23
Great weekly cleanser,I like to use this once a week as a special cleanser.,Yes,2 years ago,Ogden UT,0,0,Daily Superfoliant,Dermalogica,3/27/23
Burns off skin,Used once and skin had allergic reactions(?) Turned red next day and got Extremely dryâ€¦.,Yes,10 months ago,Undisclosed,2,3,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Nice but meh packaging,Not my favorite packaging (it is a powder that you add water to) because it gets a little messy but overall it is a good product. Very gentle and doesn't irritate my sensitive skin. It will also last a long time,No,1 year ago,Florida,0,0,Daily Microfoliant,Dermalogica,3/27/23
Recommended,This is the best exfoliant I've ever used. Love that it comes in a powder form which makes it a lot easier to apply and manage how much is used. Goes on easily and makes my skin feel so clean and refreshed. Would definitely recommend,No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Amazing product,"This product leaves your skin looking smooth and hydrated . It also has a light scent of cucumber and bamboo. It's convenient for those on a time crunch, as it only takes 5 minutes to work it magic. I received this as complimentary product.",No,2 years ago,Los Angeles,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
This is the best daily exfoliant for my dry skin.,"I add a small amount to my gentle cleanser, create a ""foam"" and apply it to my face. It's amazing!",Yes,2 years ago,"Cincinnati, Oh",0,0,Daily Superfoliant,Dermalogica,3/27/23
Wonderful product,"I loved this product, because help me a lot, and my face look better.",No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Worked fine,I liked the texture of this product and the packaging is neat! It wasn't very exfoliating but it still made my skin feel nice!,No,2 years ago,VT,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
One of my dermalogica favorites,This is one of my absolute dermalogica favorites. My skin is left silky smooth after each use. I definitely recommend this product to anyone.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great trial size,I've been on the search for a new type of exfoliator & this leaves my face feeling very soft. It does not feel to grainy or rough.,No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
"Good, but...","I really wanted the daily version of this that I have bought in the past, but they did not appear to carry it. This one works just as well, however I have gotten 2 breakouts from it.",Yes,11 months ago,Miami,1,1,Daily Superfoliant,Dermalogica,3/27/23
It's hydrating,I've used this product a few times and I haven't noticed that it's exfoliating my skin much. I do notice that it's hydrating and leaves my face feeling fresh. I'll continue using this mask especially since with the colder temperatures my face will need the extra moisture,No,2 years ago,"Riverside,Ca",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
"Good product, happy customer, fast","Good product, happy customer, fast delivery",No,11 months ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Highly recommend,My esthetician recommended this product. This product has been amazing for my skin.,Yes,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Would absolutely buy this again,"This product is wonderful! Some masks you have to keep on for at least 10 minutes, this one takes 5 minutes so if you are in a hurry this one is perfect. Also it makes your skin feel extremely soft afterwards. I did have a small breakout after using it for the first time but that just means that it's getting out the impurities.",No,2 years ago,"Orlando, Fl",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Not for sensitive skin,"I have eczema and very sensitive skin . After application of this mask my cheeks turned red. Sadly ,I will be returning",No,3 years ago,Virginia,2,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Excellent product!,I enjoyed this microfolient. It worked great as an exfoliation product. I loved it!,No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Keep skin nice and clean,Daily superfoliant is a must for my skincare routine. My skin feels so smooth after using. I even use it to exfoliate my hands!,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Nice,I do like this but it tends to dry my skin more than the special cleanser which I love the most. I got this for winter but I think I'll continue to use my special cleanser and this as an alternative,No,1 year ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
Love this mask,I just used my fingers and rubbed mask on clean damp skin. Left on for 5 mins and then wet fingers and rubbed it into my skin and then rinsed off. My skin was left feeling so soft and smooth and looking great. The texture of the mask has little spheres and it smells great. I would definitely recommend giving it a try!,No,2 years ago,Iowa,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
yes i would like the product again,i use the product once a week,No,6 months ago,Verified Buyer,1,3,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Great product,This microfiliant I was gifted by dermologica (ULTA team) feels great on my skin. It removed the dead skin and is gentle enough to use daily. My skin is looking brighter and feeling more hydrated because my moisturizers can penetrate my face.,No,1 year ago,St. Louis MO,0,0,Daily Microfoliant,Dermalogica,3/27/23
I would buy this product again,"Love this product. It works best when your skin is clean and dry, gently rub over face and rinse. It leaves your skin so smooth and incredibly fresh.",Yes,5 years ago,"Bristol, RI",1,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Darn Near Perfect,"I love that this has both chemical and granule exfoliants because my skin is ridiculous and rebels against any and all conventional wisdom for sensitive, combination skin, which is that I should not use something with physical exfoliants like walnut, peach pit, or what have you. It doesn't work quite as well as the strawberry exfoliant powder from Eminence (not sold by Ulta), but it's close enough and slightly cheaper.",Yes,3 years ago,"Minneapolis, MN",3,1,Daily Microfoliant,Dermalogica,3/27/23
Love this product! I couldn't,Love this product! I couldn't get it once when I needed it & was told it had been discontinued :cry: Thankfully it was back when I placed my last order,No,4 months ago,Undisclosed,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Been a fan for over a decade!,"I received this exfoliant free from Dermalogica for my review, though I've actually been a fan of this for over a decade! This truly is an exfoliant that is gentle enough for every day but still gets the job done! I highly recommend this product for those who have sensitive skin or are new to exfoliating, and of course for anyone else too! Tip on usage: Dispense a small amount into the palm of your hand, and mix in a generous amount of water. Rub your hands together to create a rich, luxurious lather. You want the texture of this to be creamy and foamy, not gritty. Work the later into the skin for 30 - 60 seconds and rinse, leaving your skin soft and smooth! You will be hooked!",No,1 year ago,San Francisco,0,0,Daily Microfoliant,Dermalogica,3/27/23
Would absolutely buy this again,"This product is wonderful! Some masks you have to keep on for at least 10 minutes, this one takes 5 minutes so if you are in a hurry this one is perfect. Also it makes your skin feel extremely soft afterwards. I did have a small breakout after using it for the first time but that just means that it's getting out the impurities.",No,2 years ago,"Orlando, Fl",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
My go to,"I own a spa, and this is my go to mask for my spa services! Exfoliates and preps the skin for extractions! I love it!",Yes,4 years ago,Louisiana,2,0,Daily Microfoliant,Dermalogica,3/27/23
Smooth skin!,This really helps keep my skin smooth. Love it,Yes,5 years ago,Chandler AZ,1,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
HOLY GRAIL!!,"So this is a POWDER! When I first purchased it (they have a mini version) I was like WOAH, this is weird, haha. But you just mix it with water and it turns into almost a frothy/ foamy cleanser but not too much. It's gentle enough to use daily but I use it every other day. It leaves my skin SUPER SMOOTH!! I just don't like the price but I buy it anyways bc I love it so much.",Yes,2 years ago,New York,2,0,Daily Microfoliant,Dermalogica,3/27/23
I would buy this product again and again!,I highly recommend this product if you are in the market doe a physical exfoliate face wash. It's super gentle for daily use and makes my skin feel so clean. I've been using this for about a week now and my skin feels smoother and softer. This makes applying my makeup so much smoother. I will be purchasing this again and again!,No,1 year ago,NJ,0,0,Daily Microfoliant,Dermalogica,3/27/23
Love it!,I have never used a daily microfoliant before and I am obsessed! My skin feels so soft afterwards and my makeup application is a lot smoother. I love that it's gentle enough for everyday use. It's now a part of my every day skin care routine!,No,1 year ago,"Chicago, IL",0,0,Daily Microfoliant,Dermalogica,3/27/23
Hydrating!,"really hydrates the skin, does what it says it does! can't go wrong with this!",No,1 year ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Gentle and wonderful!,"This mask is super gentle on the skin, but does a wonderful job exfoliating the skin as well! I really like that it's cruelty free and vegan! It's the perfect exfoliator for my skin!",No,2 years ago,San Diego,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Really Nice!!!,"This stuff is amazing! It's so refreshing & cleanses really well!! Once it's on, I fee the little bubbles gently pop on my face a release a very comforting cooling sensation. My face feels extra clean, once I wipe with a warm towel. It's definitely worth a try!",No,2 years ago,"Byram, MS",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
I would not buy this product again.,"Even though the Ulta salesperson said this would exfoliate better than the Prescriptives, the paste did not exfoliate at all.",Yes,3 years ago,ny,0,0,Daily Microfoliant,Dermalogica,3/27/23
The best!,"I LOVE this product. I've tried many others, but every time I stray away, my skin let's me know who's boss. This is the exfoliant for me! : )",Yes,9 years ago,"New York, NY, USA",1,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
My new favorite!,Love this product. It has been great for the winter months that are harsh on my skin. Soft and hydrated!,No,1 year ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
.,.,Yes,1 year ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Skin feels great!,I have not used Microfoliant in a long time and decided to try again given that mask wearing sometimes irritates my skin (breakouts). I've been using once a day after first washing my face for a couple of weeks and my skin feels great!,Yes,2 years ago,New York,1,1,Daily Microfoliant,Dermalogica,3/27/23
Soft and smooth,"I really enjoyed using this exfoliant. It's quite gentle-doesn't feel harsh/abrasive. Leaves skin soft, smooth and bright. Pores look more refined.",No,5 months ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
I can't be without this product,"I loved the microfoliant, but the superfoliant is the next level of clean and smoothing. The regular sized bottle lasts a long time, too, so I feel I am getting my money's worth. My skin is glowing afterwards and feels so clean and soft. I highly recommended. I live in the South Eastern US outside of the capitol city, so the sun rays are pretty direct and there's a higher amount of pollution around here, so a must have for me.",No,5 years ago,SC,1,0,Daily Superfoliant,Dermalogica,3/27/23
I would recommend this product,I use this scrub occasionally because of my skin and I don't have any issues. The granules are micro fine so they are not irritating yet do a great job.,Yes,2 years ago,"Naples, Florida",0,0,Daily Microfoliant,Dermalogica,3/27/23
Sferrone,"I Love the dermalogic daily superfoliant, I use it everyday in the shower. The fragrance and tiny grit makes me feel refreshed. I bought it for my 3 daughters.",No,1 month ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I'm in Love!,"LOVE,LOVE, LOVE IT! This is a must have product! The heat on my skin is so soothing, the microgranules polish my face to where it feels as soft as a baby's bottom, and the aroma is so relaxing that I feel like I just got done at the spa. I love it so much that I want to use it night and day.",No,2 years ago,Undisclosed,0,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Would absolutely buy this again,"This product is wonderful! Some masks you have to keep on for at least 10 minutes, this one takes 5 minutes so if you are in a hurry this one is perfect. Also it makes your skin feel extremely soft afterwards. I did have a small breakout after using it for the first time but that just means that it's getting out the impurities.",No,2 years ago,"Orlando, Fl",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Best ever!,I have been looking for a way to minimize pores but really clean my combination and sensitive skin for ages. This is amazing!,Yes,6 years ago,"Elk Grove, Ca",1,0,Daily Microfoliant,Dermalogica,3/27/23
Love this mask,I just used my fingers and rubbed mask on clean damp skin. Left on for 5 mins and then wet fingers and rubbed it into my skin and then rinsed off. My skin was left feeling so soft and smooth and looking great. The texture of the mask has little spheres and it smells great. I would definitely recommend giving it a try!,No,2 years ago,Iowa,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Love this product!,I love the buttery feel this product has when you put it on. My skin feels so hydrated after I take it off. I instantly can see a difference.,No,1 year ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Great face cleanser!!,Helps clear up old acne marks & make face feel soft & refreshed.,Yes,6 years ago,"Springhill,Tn",4,0,Daily Microfoliant,Dermalogica,3/27/23
Magic!,This product is amazing! Leaves my skin fresh and soft. A must have!,No,5 years ago,Everywhere,0,0,Daily Superfoliant,Dermalogica,3/27/23
LOVE!!,"I am skincare obsessed, I have tried to many types of brands of products, but the one thing I love buying is exfoliants. < br>This is definitely a first as the exfoliants I have previously tried are quite harsh on the skin which I personally love, but not suitable for everyday use, I tried this and its amazing its super gentle on the skin and easy to use, the texture is so nice and my skin GLOWS! That packaging is smart too. I was lucky to receive this complimentary by Influenster but opinions are my own :)  I received this product complimentary for review purposes.",No,5 years ago,Bath,0,0,Daily Superfoliant,Dermalogica,3/27/23
A lovely product !!,An absolute must !!,No,6 months ago,Undisclosed,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Doesn't Compare to Essential Cleansing Solution,"It's puzzling how this cleanser was considered an improvement upon Essential Cleansing Solution. It is very drying, burns my eyes, and is way overpriced. I'm a long time Dermalogica fan and have been using their products for many years. Ultracalming Cleanser + Essential Cleansing Solution have been my holy grail cleansers for almost 15 years. But, unfortunately, now I'm going to have to research other skincare lines' hydrating cleansers. I would definitely not buy this cleanser again. At 43, the last thing I need is a cleanser that dries out my skin. Please consider bringing back Essential Cleansing Solution!",No,4 years ago,"Austin, TX",14,1,Daily Superfoliant,Dermalogica,3/27/23
Would absolutely buy this again,"This product is wonderful! Some masks you have to keep on for at least 10 minutes, this one takes 5 minutes so if you are in a hurry this one is perfect. Also it makes your skin feel extremely soft afterwards. I did have a small breakout after using it for the first time but that just means that it's getting out the impurities.",No,2 years ago,"Orlando, Fl",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
A great recommendation from ULTA employee,"I asked the ULTA associate to recommend a mild exfoliant, and she recommended this product because she actually uses it. Over all the product works really well! It doesn't provide a ""deep clean"" feeling that you might get from a harsher exfoliant, but you know that you're not damaging or irritating your skin either 👍",Yes,6 years ago,"Dekalb, IL",0,0,Daily Microfoliant,Dermalogica,3/27/23
No,I've used this product 3 times since purchase. I see no difference in a $4 facial scrub.,Yes,2 years ago,Oak Park IL,2,14,Daily Microfoliant,Dermalogica,3/27/23
Best exfoliant ever!,This exfoliant is a must have! It really helps deeply cleans my skin and keeps excess oils at bay.,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Seriously ?! This isn't real,"I had bought this online with the 21 days of saving sale and let me tell you something the first use! I can notice a difference in my face the instant softness in unreal. It's been such a good product in my skin routine ever since i received it in the mail. And i bought 2 just in case i fell in love with it so i didn't have to pay full price the next time and I'm so glade i did. It has made my acne clear up again and my skin so soft, and lets just talk about how my makeup looks after OMG! Flawless! Highly recommend this product",No,5 years ago,Delray,2,0,Daily Microfoliant,Dermalogica,3/27/23
Makes my skin feel amazing,It might be small but the price is right! I love love love this product! I am 48 and had acne pron skin til 40. It using either if their daily microfolents makes my skin texture so clear and fresh looking. I only use it twice a week.,Yes,5 years ago,"Salt lake City, ut",0,0,Daily Superfoliant,Dermalogica,3/27/23
Soft mask,"I've used this mask about 4x so far only had it about a month. Only need a little amount when applying and goes on smoothly. In combination with the cream I'm using from Dermalogica and cleanser I feel a difference in my skins texture quite a bit. Only 4 stars because I can't say for sure if it's ""exfoliating"" much.",No,2 months ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
It gave me a fresh glow.,"I'm a guy, I don't pay attention to my skin care as much as I ought to. My face had kind of barnacled up a little bit, and when I started to feel the exfoliating properties of this product I really gave it a good effort and in the end, my face had shed most of those barnacles and had a fresh scrubbed look to it that I was not able to get with the loofah. I have enjoyed dermalogica products in the past, and with this experience I fully look forward to purchasing an entire kit here in the future so that I can have some good moisturizing creams after a good exfoliation like this. I feel happy that I use this product, and I'm sure you will too.",No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Half empty?,I was excited to try this after I bought it today. Then I had to open it and realize that it was only filled up half way. I don't know how the bigger bottle is. It might just be worth the money to get the bigger one if you're only getting half the amount in this,No,2 years ago,Columbia MD,0,2,Daily Microfoliant,Dermalogica,3/27/23
Love this exfoliator!,My skin feels so soft and smooth after using this!,No,3 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
It's hydrating,I've used this product a few times and I haven't noticed that it's exfoliating my skin much. I do notice that it's hydrating and leaves my face feeling fresh. I'll continue using this mask especially since with the colder temperatures my face will need the extra moisture,No,2 years ago,"Riverside,Ca",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Made my whole face peel off after one use!,"I went to Ulta looking for a different microfoliant product and the sales person recommended this product instead. I explained that I have very sensitive skin and needed something gentle. Instead, I got this product that made all of the skin peel off my face after one use! The peeling lasted for nearly a week and left angry red marks around the side of my mouth that I am still trying to get rid of a month later. If your skin is at all sensitive, avoid this product like the plague! If I could give it less than one star I would!",No,5 years ago,Wisconsin,7,10,Daily Microfoliant,Dermalogica,3/27/23
My second favorite mask.,I do this mask once a week and my skin loves it!,No,1 year ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Hydration,This mask is easy to pop on in the shower and rinse off. It doesn't really have a scent which is awesome! My face feels plump and moisturized after I use this I love it!,No,2 years ago,Kaukauna WI,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
It's hydrating,I've used this product a few times and I haven't noticed that it's exfoliating my skin much. I do notice that it's hydrating and leaves my face feeling fresh. I'll continue using this mask especially since with the colder temperatures my face will need the extra moisture,No,2 years ago,"Riverside,Ca",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
I absolutely love this facial,I absolutely love this facial wash. Very nice smell and it hydrates my skin. I Lovell I ju,Yes,2 years ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
"Removes the dead skin cells,","Removes the dead skin cells, leaves my face clean & clear",No,4 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love this!,I cannot believe how this has changed my skin! This product has improved the texture and smoothness of my skin. I use this product daily and the appearance of fine lines and wrinkles have diminished. I feel as if this prepares my skin for my other facial products. I have spread the news... Love it!,Yes,5 years ago,Orlando FL,1,0,Daily Superfoliant,Dermalogica,3/27/23
I love this product. It's,I love this product. It's light and makes my face feel so clean after. Very refreshing,Yes,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
love! love! love!,"I first received some samples of this and then had to buy the full size! It leaves my face and neck so smooth and clean feeling. It doesn't irritate my skin and is nice to use every day. It's an investment, but you use so little that it will last a really long time! It's my favorite part of my nighttime routine.",No,4 years ago,corona ca,2,0,Daily Microfoliant,Dermalogica,3/27/23
Good product,Good product I recommend,Yes,4 years ago,Ri,0,1,Daily Microfoliant,Dermalogica,3/27/23
Awesome product,Absolutely love this product.,No,5 years ago,Louisiana,0,0,Daily Microfoliant,Dermalogica,3/27/23
Great product!,I love this product. My esthetician recommended I use this 2-3 times/week. I have noticed a big difference in my skin. It is smoother and I have noticed a decrease in the size of my pores. I have even had some comments from my co-workers that my skin is looking better. I would definitely recommend this product. I also have been using the cleanser and the SPF 50 dynamic recovery.,Yes,7 years ago,"Yorba Linda, CA, USA",2,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Very Nice but Dispenser Broke,"I really do love this product, but Dermalogica could have put this in a tube and it would have been fine. Or a pump dispenser. I used this product one time, and during my second use, the white press dispenser collapsed and so I had to find a way to get the product out. Luckily, I have a metal tool for scrapping out the last bit of skincare. I had to shove the metal stick right through the collapsed dispenser and use it to push down the plastic bit you can see in the column and dispense product that way. So, although I love this product, as it makes my skin so smooth and soft, I HATE the dispenser. Granted, I now have a work around for using the product. However, for this price point I shouldn't have need one. So, I took 2 stars off just for the sheer frustration I have when using this mask. I hope no one else experiences this, and I will still recommend this mask.",No,2 years ago,Las Vegas,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Happy accidents,"I love the Daily enzyme Microfoliant the original. Never had a problem using it. Ran into Ulta and was in a super rush. Grabbed this Microfoliant with charcoal by mistake, a bit taken back by the size and the price when I pulled it out of the bag... it was a grab and go shopping trip. I love this wash so much I will not be without it. I am using differen gel (sp?) and this and the other Microfoliant are gold to my skin. It's important to use a light Microfoliant when using retinal. With the comparison. I enjoy the charcoal much more. Yet I'm very upset that you can't give me more than what is provided. And I am a person that will spend that extra coin for a product that works. I use this every other day and in between their cream Microfoliant wash, when not using the enzyme wash. So... this is a keeper. Ladies hydrate hydrate then hydrate some more. I have no problems with drying.",No,4 years ago,Ohio,0,0,Daily Superfoliant,Dermalogica,3/27/23
"Gentle on skin, smells a","Gentle on skin, smells a little weird",Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Loveee it!,"I was so excited to try this when I got it, I have never used something like this before but I've heard good things about these kind of exfoliators. After I'd used it it made my skin feel so soft, but it's not really harsh, it didn't leave my skin feeling stripped of every bit of moisture, it gave me that ""clean"" feeling. I don't mind the smell of this product it's quite pleasant although I didn't think whilst pouring it out to hold it away from my face and I accidentally inhaled some dust aha. I use this after the cleansing gel when all my makeup is off to really clean my skin of all the build up. A tip is may be good to measure to use right anount, but I do tend to do my face then add a bit more for my forehead, I just prefer doing it in two stages. It is amazing though. I received this product for free to test and I really do love it!",No,5 years ago,London,1,0,Daily Superfoliant,Dermalogica,3/27/23
Amazing product!,"I admit I was a bit sceptical about the powder formula of this superfoliant but I changed my mind after the first use! I returned from a long travel to India and my skin was very stressed, especially after a long exposure to Indian pollution! Dermalogica superfoliant helped to restore the natural softness of my skin and fight the signs of pollution. My skin feels regenerated and light! The powder formula is indeed exceptional because a little quantity is enough for my daily routine! I now use the superfoliant every other day in the morning before going to work and I complete the face treatment with Dermalogica skin smooting cream. I can see the results are impressive. I had the occasion to try the Dermalogica products for free thanks to Influenster.",No,5 years ago,Derby,0,0,Daily Superfoliant,Dermalogica,3/27/23
This is my favorite exfoliant.,This is my favorite exfoliant. The particles are gentle and dissolve nicely leaving my skin feeling clean and smooth.,No,3 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Perfect even for sensitive skin,"This product is fantastic even for sensitive skin like mine. I'll use it two times a week, in my night routine, The product is very easy to use and it will last you a long time, only a small quantity is needed to wash the whole face. Afterwords the skin feels very soft and It glows, it has that salt sought appearance of glass skin. I have never experienced irritation although my skin is sensitive, due to not being as harsh as other exfoliants.",No,1 year ago,"Los Angeles, CA",0,0,Daily Microfoliant,Dermalogica,3/27/23
Best immediate transformation,"My Dermalogica aesthetician gave me a sample and I had already been wowed by their other products to the degree I've dumped my other luxury products for this line — it's a zillion times more impactful and effective. The first time I tried this powder it reminded me how much I love a fine powder to paste product and the ease with which you can use very little and be conservative with the amount you utilize. I could not believe the ceramic smoothness to my skin when I began to rinse it off. My skin felt astonishingly smooth and poreless and BABY SKIN CUSHY and plumpened. It rinses easily and has an almost foamy expanding texture to it when added to water. I purchased it immediately the next day after trying and it's probably my favorite product so far. Magical. And I've tried every product out there that says it will create smoother, more resilient skin. Can't live without it. You'll be shocked - just like I was. It really, really works!!",No,5 years ago,"Boulder, Colorado",3,0,Daily Superfoliant,Dermalogica,3/27/23
Effective!,"Great product, worked well!",Yes,4 years ago,"Madison, WI",0,0,Daily Superfoliant,Dermalogica,3/27/23
Great Product!,Loved the way it made my skin feel. Will be buying in the future,No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Amazing product,"This product leaves your skin looking smooth and hydrated . It also has a light scent of cucumber and bamboo. It's convenient for those on a time crunch, as it only takes 5 minutes to work it magic. I received this as complimentary product.",No,2 years ago,Los Angeles,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Makes my skin very smooth . Great stuff!,Mix with a little water to form a paste then scrub on face,Yes,3 years ago,Houston Texas,0,0,Daily Microfoliant,Dermalogica,3/27/23
I love this product!,"I used this product after the cleansing gel and honestly my skin feels amazing, more plump & also extremely helped to reduce my pores. I will definitely be using this in my weekly skin routine from now on!",No,5 years ago,Kent,0,0,Daily Superfoliant,Dermalogica,3/27/23
Worth the money,Twice weekly use.,Yes,8 years ago,"Naperville, IL",1,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Would absolutely buy this again,"This product is wonderful! Some masks you have to keep on for at least 10 minutes, this one takes 5 minutes so if you are in a hurry this one is perfect. Also it makes your skin feel extremely soft afterwards. I did have a small breakout after using it for the first time but that just means that it's getting out the impurities.",No,2 years ago,"Orlando, Fl",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Tried a sample and bought the bigger bottle!,I use the product once every morning. I've noticed an evening/brighting to my skin and I feel like my rosacea is less red. Love it!,Yes,2 years ago,Ohio,1,0,Daily Microfoliant,Dermalogica,3/27/23
It made my skin extremely,"It made my skin extremely happy! I'm lighter , brighter and Mose even skinned. I'm super happy with this product. A little does go along way so remember that! But, overrall , 10 out of 10.",Yes,2 years ago,Undisclosed,0,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
