Review_Title,Review_Text,Review_Location,Product,Length,Word_count,mean_word_length,score,sentiment
Best immediate transformation,"['dermalogica', 'aesthetician', 'gave', 'sampl', 'alreadi', 'wow', 'product', 'degre', 'dump', 'luxuri', 'product', 'line', 'zillion', 'time', 'impact', 'effect', 'first', 'time', 'tri', 'powder', 'remind', 'much', 'love', 'fine', 'powder', 'past', 'product', 'eas', 'use', 'littl', 'conserv', 'amount', 'util', 'could', 'believ', 'ceram', 'smooth', 'skin', 'began', 'rins', 'skin', 'felt', 'astonishingli', 'smooth', 'poreless', 'babi', 'skin', 'cushi', 'plumpen', 'rins', 'easili', 'almost', 'foami', 'expand', 'textur', 'ad', 'water', 'purchas', 'immedi', 'next', 'day', 'tri', 'probabl', 'favorit', 'product', 'far', 'magic', 'tri', 'everi', 'product', 'say', 'creat', 'smoother', 'resili', 'skin', 'live', 'without', 'shock', 'like', 'realli', 'realli', 'work']","Boulder, Colorado",Daily Superfoliant,950,172,4.52906976744186,0.8517,1
I will buy this again,"['great', 'exfoli', 'product', 'age', 'skin', 'acn', 'prone', 'dri', 'yet', 'exfoli', 'well', 'one', 'better', 'product', 'dermalogica']",San Jose,Daily Superfoliant,156,27,4.814814814814815,0.8442,1
Use this daily,"['use', 'daili', 'shower', 'face', 'wash', 'love', 'way', 'make', 'skin', 'feel']","Jax, Fl",Daily Superfoliant,92,20,3.65,0.6369,1
I would buy this product again and again,"['love', 'refresh', 'skin']",Va,Daily Superfoliant,28,6,3.8333333333333335,0.6369,1
SUPER!,"['receiv', 'sampl', 'blown', 'away', 'smooth', 'skin', 'first', 'use', 'skin', 'brighter', 'overal', 'acn', 'scar', 'hyper', 'pigment', 'lighter']",North of Detroit,Daily Superfoliant,167,31,4.419354838709677,0.3818,1
it is very gentle. I have very sensitive skin.,"['use', 'time', 'week', 'remov', 'dead', 'skin', 'old', 'face']",Alexandria VA,Daily Superfoliant,67,17,3.0,-0.6486,0
Feels Clean and Refreshing,"['love', 'make', 'skin', 'feel', 'tight', 'like', 'cleanser', 'fact', 'actual', 'sooth', 'sensit', 'skin', 'tend', 'break', 'happi', 'irrit', 'skin', 'slightest']","Azusa, CA",Daily Superfoliant,201,37,4.45945945945946,0.7717,1
Wonderful,"['reciev', 'sampl', 'face', 'fell', 'love']",Kansas City,Daily Superfoliant,43,10,3.4,0.6369,1
Super good!,"['love', 'product', 'use', 'daili', 'make', 'skin', 'smooth', 'silki', 'feel', 'constantli', 'told', 'love', 'bright', 'skin', 'look', '63', 'pretti', 'amaz']",West Virginia,Daily Superfoliant,163,30,4.466666666666667,0.9062,1
Love the effects!,"['use', 'daili', 'superfoli', 'everi', 'day', 'alter', 'daili', 'foliant', 'combin', 'work', 'well', 'sensit', 'skin', 'see', 'visibl', 'differ', 'smoother', 'brighter', 'skin']","San Antonio, TX",Daily Superfoliant,179,29,5.206896551724138,0.5719,1
Great exfoliant!,"['like', 'better', 'regular', 'daili', 'microfoli', 'littl', 'grit', 'help', 'take', 'stubborn', 'makeup', 'make', 'skin', 'glow']","Dallas,Tx",Daily Superfoliant,143,26,4.538461538461538,0.6597,1
Too greasy for combination skin,"['block', 'pore', 'make', 'acn', 'break']",Brooklyn,Daily Superfoliant,37,7,4.428571428571429,-0.4404,0
Pure Light spf 50,"['appli', 'clean', 'face', '30', 'minut', 'go', 'leav', 'skin', 'smooth', 'moist', 'bright', 'well', 'protect', 'sun', 'gentl', 'sensit', 'skin', 'pore', 'appear', 'shrunk', 'excel', 'product']",Virginia,Daily Superfoliant,224,42,4.357142857142857,0.9062,1
It does help smooth the skin!!!,"['love', 'use', 'altern', 'daili', 'microfoli', 'notic', 'brighter', 'skin', 'recommend', 'use', 'daili', 'resurfac', 'pad', 'like', '2x', 'week', 'tone', 'skin', 'combo', 'skin', 'type']","Fort Worth,TX",Daily Superfoliant,198,34,4.852941176470588,0.8957,1
Helloooooooooooo smooth skin,"['skin', 'soft', 'use', 'product', 'want', 'constantli', 'touch', 'skin', 'gentl', 'abl', 'use', 'daili', 'anti', 'age', 'properti', 'help', 'skin', 'look', 'glow']",Arizona,Daily Superfoliant,196,39,4.051282051282051,0.1779,1
One of my favorites!,"['absolut', 'love', 'product', 'use', 'almost', 'daili', 'love', 'leav', 'skin']",Long beach,Daily Superfoliant,83,16,4.25,0.8555,1
I will be adding this product to my skin regimen.,"['everyth', 'scrub', 'great', 'unpleas', 'smell', 'fall', 'face', 'bit', 'wast', 'need', 'small', 'amount', 'effect']","Atlanta, GA",Daily Superfoliant,165,32,4.1875,0.6249,1
Burnt my skin,"['product', 'burnt', 'face', 'start', 'tingl', 'soon', 'appli', 'face', 'thought', 'suppos', 'took', 'tingl', 'skin', 'burnt']",Chicago,Daily Superfoliant,202,44,3.6136363636363638,0.0,0
Leaves my skin feeling clean and smooth,"['recommend', 'product', 'ulta', 'store', 'purchas', 'ever', 'sinc', 'alway', 'love', 'exfoli', 'one', 'top', 'notch', 'skin', 'feel', 'amaz', 'harsh']",Maine,Daily Superfoliant,202,38,4.342105263157895,0.6808,1
WOW! This is the stuff.,"['never', 'sure', 'product', 'read', 'daili', 'label', 'product', 'super', 'effect', 'gentl', 'enough', 'use', 'everi', 'day', 'leav', 'skin', 'even', 'moist', 'prep', 'toner', 'moistur', 'highli', 'recommend']",Los Angeles,Daily Superfoliant,230,40,4.775,0.6639,1
Most definitely would buy again.,"['feel', 'great', 'refresh', 'realli', 'work']",Chicago IL,Daily Superfoliant,48,8,5.125,0.6249,1
I will used daily superfoliant every morning,"['morn', 'sprinkl', 'daili', 'superfoli', 'facial', 'cloth', 'use', 'everyday', 'imagin', 'dead', 'cell', 'wash', 'away']","Baltimore County, MD",Daily Superfoliant,136,25,4.48,-0.6486,0
Love it!,"['give', 'skin', 'extra', 'level', 'clean']",Rockville MD,Daily Superfoliant,39,8,4.0,0.4019,1
Love it,"['use', 'superfoli', 'almost', 'everi', 'night', 'love', 'make', 'skin', 'feel', 'clean', 'littl', 'goe', 'long', 'way', 'foam', 'quit', 'bit', 'crazi', 'smell', 'got', 'use', 'notic', 'anymor', '4th', 'bottl', 'continu', 'repurchas']","Jackson, TN",Daily Superfoliant,289,60,3.8333333333333335,0.7675,1
It gives me pimples,"['caucasian', 'combin', 'skin', 'oili', 'zone', 'switch', 'daili', 'microfoli', 'daili', 'superfoli', 'well', 'use', 'simultani', 'cours', 'almost', 'everi', 'day', 'notic', 'differ', 'two', 'daili', 'superfoli', 'gave', 'skin', 'pimpl', 'start', 'use', 'twice', 'week', 'howev', 'see', 'result', 'sinc', 'routin', 'anymor', 'gentl', 'skin', 'exfoli', 'work', 'much', 'better', 'twice', 'week', 'need', 'daili', 'superfoli', 'power', 'exfoli', 'howev', 'even', 'skin', 'make', 'look', 'healthier', 'use', 'everi', 'day', 'also', 'pigment', 'pregnanc', 'improv']","Almaty, Kazakhstan",Daily Superfoliant,636,111,4.738738738738738,0.6124,1
So far so good.,"['use', 'everi', 'day']",Los Fresnos,Daily Superfoliant,34,7,4.0,0.0,0
Glowing and smooth skinn,"['use', 'exfoli', 'everi', 'day', 'wonder', 'skin', 'notic', 'skin', 'less', 'oili', 'skin', 'absorb', 'product', 'better', 'exfoli', 'also', 'glow', 'budget', 'friendli', 'shopper', 'brand', 'like', 'one', 'definit', 'worth', 'price']","Lakewood, ca",Daily Superfoliant,274,53,4.188679245283019,0.743,1
I would buy this product again and again.,"['hand', 'best', 'exfoli', 'market']","Dallas, Tx",Daily Superfoliant,45,8,4.75,0.8126,1
Love this!,"['believ', 'chang', 'skin', 'product', 'improv', 'textur', 'smooth', 'skin', 'use', 'product', 'daili', 'appear', 'fine', 'line', 'wrinkl', 'diminish', 'feel', 'prepar', 'skin', 'facial', 'product', 'spread', 'news', 'love']",Orlando FL,Daily Superfoliant,299,55,4.454545454545454,0.7184,1
I LOVE this product!!,"['realli', 'dri', 'flaki', 'skin', 'certain', 'area', 'face', 'work', 'better', 'anyth', 'face', 'feel', 'smooth', 'highli', 'recommend', 'product']","Springfield, MA",Daily Superfoliant,158,29,4.482758620689655,0.7579,1
Great for milia,"['use', 'everi', 'even', 'suffer', 'mila', 'greatli', 'reduc', 'especi', 'forehead', 'cheekbon', 'make', 'skin', 'smooth', 'soft']",Vero Beach Florida,Daily Superfoliant,152,28,4.464285714285714,-0.5423,0
I can't be without this product,"['love', 'microfoli', 'superfoli', 'next', 'level', 'clean', 'smooth', 'regular', 'size', 'bottl', 'last', 'long', 'time', 'feel', 'get', 'money', 'worth', 'skin', 'glow', 'afterward', 'feel', 'clean', 'soft', 'highli', 'recommend', 'live', 'south', 'eastern', 'us', 'outsid', 'capitol', 'citi', 'sun', 'ray', 'pretti', 'direct', 'higher', 'amount', 'pollut', 'around', 'must']",SC,Daily Superfoliant,430,81,4.320987654320987,0.9186,1
Perfect Everyday Exfoliator,"['person', 'like', 'exfoli', 'everyday', 'skin', 'happier', 'perfect', 'everyday', 'use', 'invas', 'job', 'leav', 'skin', 'feel', 'fresh']","Ormond Beach, FL",Daily Superfoliant,172,32,4.40625,0.8979,1
Improves Skin,"['whenev', 'gone', 'facial', 'sinc', 'use', 'product', 'told', 'actual', 'skin', 'realli', 'bad', 'prior', 'told', 'skin', 'dri', 'flaki', 'need', 'exfoli', 'often', 'love', 'dermalogica', 'product', 'one', 'favourit', 'even', 'brother', 'law', 'use', 'met', 'brother', 'law', 'would', 'understand', 'miracl']",Texas,Daily Superfoliant,389,76,4.131578947368421,0.1779,1
Love this product,"['best', 'exfoli', 'ever', 'use', 'skin', 'smooth', 'feel', 'clean', 'wish', 'discov', 'year', 'ago']","Santa Cruz, Ca",Daily Superfoliant,108,20,4.45,0.8625,1
Hooked,"['use', 'use', 'daili', 'microfoli', 'sinc', 'age', 'skin', 'decid', 'tri', 'superfoli', 'amaz', 'felt', 'differ', 'textur', 'skin', 'almost', 'immedi', 'experi', 'littl', 'irrit', 'cut', 'back', 'use', 'give', 'skin', 'time', 'acclim', 'happi', 'decid', 'tri', 'product']",Colorado,Daily Superfoliant,315,62,4.096774193548387,-0.2732,0
"Smells bad, works great!","['use', 'everi', 'night', 'remov', 'makeup', 'exfoli', 'remov', 'gunk', 'build', 'day', 'hormon', 'acn', 'breakout', 'realli', 'decreas', 'pimpl', 'come', 'head', 'heal', 'lot', 'faster', 'dri', 'skin', 'alway', 'put', 'face', 'oil', 'go', 'bed', 'smell', 'kind', 'bad', 'get', 'use', 'definit', 'notic', 'differ', 'skin', 'breakout', 'glad', 'tri']",Cincinnati,Daily Superfoliant,455,95,3.8,0.4404,1
Love it,"['use', 'week', 'see', 'huge', 'differ', 'skin', 'done', 'great', 'job', 'get', 'rid', 'pimpl', 'feel', 'much', 'cleaner']",Tx,Daily Superfoliant,149,32,3.6875,0.7964,1
Great product,"['love', 'even', 'microfoli', 'skin', 'feel', 'clean', 'clear', 'use', 'thing', 'messi', 'recommend', 'use', 'shower', 'sinc', 'black', 'exactli', 'easiest', 'use', 'wash', 'face', 'shower', 'use', 'microfoli']",auckland nz,Daily Superfoliant,298,60,3.9833333333333334,0.93,1
YESSS!!!,"['receiv', 'free', 'sampl', 'definitelt', 'purchas', 'full', 'size', 'product', 'love', 'come', 'powder', 'form', 'mix', 'water', 'make', 'past', 'could', 'feel', 'blackhead', 'nose', 'decid', 'give', 'tri', 'instead', 'usual', 'go', 'product', 'work', 'wonder', 'one', 'use', 'nose', 'smooth', 'well', 'rest', 'face']",Midwest,Daily Superfoliant,368,76,3.8552631578947367,0.8625,1
Magic!,"['product', 'amaz', 'leav', 'skin', 'fresh', 'soft', 'must']",Everywhere,Daily Superfoliant,68,13,4.3076923076923075,0.3182,1
Great for oily yet sensitive skin! Really worthy!,"['power', 'exfoli', 'without', 'side', 'effect', 'standard', 'one', 'left', 'skin', 'fresh', 'clean', 'readi', 'go', 'skin', 'oili', 'yet', 'sensit', 'tricki', 'find', 'suit', 'product', 'would', 'say', 'one', 'one']",DUBAI,Daily Superfoliant,218,43,4.093023255813954,0.6124,1
love it,"['leav', 'skin', 'feel', 'soft', 'clean']",harbor area,Daily Superfoliant,40,8,4.125,0.4019,1
great,"['use', 'everi', 'night', 'work', 'gentli', 'smooth', 'face', 'morn']",anaheim,Daily Superfoliant,85,17,4.0588235294117645,0.0,0
Favorite dermalogica product!!,"['stuff', 'amaz', 'hesit', 'first', 'pricier', 'side', 'tri', 'sampl', 'fell', 'love', 'repurchas', 'multipl', 'time', 'leav', 'skin', 'sooo', 'smooth', 'un', 'clog', 'pore', 'get', 'rid', 'blackhead', 'skin', 'dryer', 'sensit', 'side', 'never', 'problem', 'irrit', 'skin']",NYC,Daily Superfoliant,332,62,4.370967741935484,0.7549,1
Excellent Product,"['use', 'product', 'littl', 'year', 'although', 'never', 'terribl', 'acn', 'suffer', 'blackhead', 'nose', 'product', 'minim', 'overal', 'size', 'appear', 'blackhead', 'use', 'use', 'daili', 'microfoli', 'howev', 'made', 'switch', 'superfoli', 'amaz']","El Paso, TX",Daily Superfoliant,321,57,4.649122807017544,0.431,1
I love this cleaner,"['fine', 'powder', 'turn', 'foami', 'soap', 'mix', 'water', 'deep', 'clean', 'pore', 'leav', 'skin', 'feel', 'super', 'soft', 'use', 'everi', 'day', 'deep', 'clean', 'actual', 'remov', 'dirt', 'nose', 'pore', 'need', 'use', 'strap', 'anymor']",Fairbanks Ak,Daily Superfoliant,257,53,3.8679245283018866,0.8271,1
My Sensitive Skin Can Use This,"['pretti', 'sensit', 'skin', 'realli', 'bother', 'definit', 'play', 'bit', 'get', 'right', 'consist', 'frustrat', 'use', 'everi', 'coupl', 'day', 'let', 'sit', 'bit', 'use', 'spin', 'brush', 'deepen', 'pore', 'tell', 'differ', 'skin']",Indiana,Daily Superfoliant,306,63,3.873015873015873,0.0,0
I Love This Product!,"['great', 'product', 'worth', 'littl', 'goe', 'long', 'way', 'pair', 'appl', 'peel', 'juic', 'beauti', '2', 'x', 'week', 'skin', 'feel', 'look', 'amaz']",Newport Beach,Daily Superfoliant,166,35,3.7714285714285714,0.7184,1
Great product!,"['heard', 'dermalogica', 'year', 'ago', 'friend', 'swore', 'acn', 'like', 'cheap', 'skin', 'like', 'drug', 'store', 'brand', 'work', 'fine', '30', 'adult', 'acn', 'hormon', 'acn', 'textur', 'skin', 'larg', 'pore', 'use', 'proactiv', 'never', 'anyth', 'decid', 'go', 'ahead', 'tri', 'glad', 'chang', 'whole', 'skin', 'care', 'routin', 'use', 'oil', 'hylaraun', 'acid', 'ad', 'dermalogica', 'superfoli', 'cleanser', 'routin', 'think', 'make', 'huge', 'differ', 'oili', 'skin', 'skin', 'oili', 'use']","Deltona, Fl",Daily Superfoliant,677,136,3.985294117647059,0.9477,1
I would buy this product again and again,"['superfoli', 'leav', 'skin', 'feel', 'clean', 'smooth']",Israel,Daily Superfoliant,61,10,5.2,0.4019,1
Not worth the price,"['honestli', 'see', 'differ', 'skin', 'anyth', 'made', 'skin', 'wors', 'recommend', 'ulta', 'esthetician', 'think', 'tri', 'sell', 'dermalogica', 'product', 'get', 'commiss', 'someth', 'product', 'way', 'overpr', 'result', 'seem', 'temporari', 'irrit', 'esthetician', 'said', 'would', 'help', 'acn', 'uneven', 'textur', 'remov', 'blackhead', 'whitehead', 'yeah', 'leav', 'skin', 'smooth', 'clean', 'look', 'right', 'use', 'next', 'day', 'skin', 'look', 'mayb', 'skin', 'type', 'daili', 'microfoli', 'would', 'better', 'fit', 'salicyl', 'acid', 'nurs', 'doctor', 'said', 'stay', 'away', 'ingredi']",Colorado,Daily Superfoliant,749,140,4.357142857142857,0.926,1
Love it,"['recommend', 'normal', 'oili', 'skin', 'realli', 'enjoy']",NY,Daily Superfoliant,71,15,3.8,0.6908,1
Best exfoliant!,"['rare', 'buy', 'product', 'especi', 'price', 'love', 'much', 'use', 'bit', 'everi', 'day', 'improv', 'textur', 'skin', 'much', 'importantli', 'make', 'product', 'work', 'even', 'better', 'everyth', 'glide', 'skin', 'look', 'better', 'stay', 'longer', 'great', 'invest', 'product']",Wisconsin,Daily Superfoliant,349,67,4.223880597014926,0.9337,1
Can't get enough of this product!,"['exfoli', 'clean', 'skin', 'well', 'face', 'feel', 'like', 'babi', 'face', 'everi', 'singl', 'time', 'use', 'ingredi', 'magic', 'make', 'skin', 'feel', 'fresh', 'new']","New York, NY",Daily Superfoliant,173,35,3.9714285714285715,0.8225,1
will take your skin off,"['use', 'part', 'sampl', 'bag', 'look', 'afterward', 'serious', 'sunburn', 'skin', 'need', '3', 'day', 'look', 'normal', 'still', 'rough', 'patch', 'use', 'unless', 'week', 'recov', 'plan', 'go', 'date', 'time', 'soon', 'like', 'sun', 'burn', 'look']",Brooklyn,Daily Superfoliant,311,63,3.9523809523809526,0.296,1
Love it,"['soft', 'gentl', 'scrub', 'definit', 'worth', 'cost']",Auburn Hills Mi,Daily Superfoliant,51,9,4.777777777777778,0.2263,1
My Favorite Product,"['product', 'honestli', 'work', 'wonder', 'charcoal', 'help', 'acn', 'prone', 'skin', 'pull', 'bacteria', 'exfoli', 'bead', 'provid', 'physic', 'exfoli', 'abras', 'use', 'day', 'face', 'doesnt', 'ever', 'feel', 'strip', 'dri', 'like', 'exfoliat', 'bead', 'favorit', 'product']","Woodland Hills, CA",Daily Superfoliant,342,59,4.813559322033898,0.6369,1
would buy again,"['leav', 'skin', 'clean']","ELA, CA.",Daily Superfoliant,22,4,4.75,0.4019,1
Liked it a lot,"['great', 'deep', 'cleans', 'exfoli']",Massachusetts,Daily Superfoliant,34,5,6.0,0.6249,1
Love it!,"['use', 'everi', 'night', 'wash', 'face', 'special', 'cleans', 'gel', 'skin', 'never', 'softer', 'prone', 'get', 'black', 'head', 'small', 'pimpl', 'also', 'sensit', 'skin', 'love', 'use', 'everyday', 'irrit', 'skin', 'like', 'exfoli', 'blackhead', 'bump', 'disappear', 'seen', 'major', 'improv', 'sinc', 'start', 'use']","Philadelphia, PA",Daily Superfoliant,389,70,4.571428571428571,0.8176,1
Love at first wash!,"['one', 'spend', 'ton', 'money', 'face', 'chang', 'mind', 'receiv', 'small', 'sampl', 'product', 'love', 'mad', 'skin', 'look', 'feel', 'went', 'bought', 'immedi']",MN,Daily Superfoliant,192,41,3.707317073170732,0.25,1
I iove this product,"['rosacea', 'sensit', 'skin', 'care', 'product', 'harsh', 'gentl', 'leav', 'face', 'feel', 'refresh']",Va,Daily Superfoliant,154,29,4.344827586206897,0.0772,1
I seem to have a reaction to this product,"['seem', 'sensit', 'product', 'make', 'skin', 'red', 'blotchi']",Fountain Co,Daily Superfoliant,73,15,3.933333333333333,0.0,0
Love it!,"['51', 'still', 'breakout', 'sensit', 'sun', 'damag', 'skin', 'textur', 'age', 'discolor', 'mani', 'product', 'done', 'noth', 'one', 'fantast', 'improv', 'issu', 'especi', 'textur', 'tone', '3rd', 'bottl', 'expens', 'well', 'worth']",New Jersey,Daily Superfoliant,291,52,4.615384615384615,0.4588,1
This has really changed my skin,"['use', 'product', 'everynight', 'bed', 'make', 'skin', 'feel', 'incred', 'soft', 'smooth', 'time', 'get', 'nasti', 'breakout', 'help', 'reduc', 'size', 'red', 'like', 'messi', 'leav', 'gray', 'residu', 'nail', 'stuff', 'work', 'keep', 'use']","Crownsville, MD",Daily Superfoliant,291,56,4.214285714285714,0.6369,1
Great for milia.,"['use', 'one', 'day', 'even', 'cleans', 'suffer', 'milia', 'especi', 'around', 'eye', 'realli', 'help', 'control']",Vero Beach FL,Daily Superfoliant,125,23,4.478260869565218,-0.2023,0
"From powder, to paste","['went', 'ulta', 'issu', 'random', 'breakout', 'time', 'lead', 'period', 'manag', 'gave', 'daili', 'superfoli', 'describ', 'use', 'sent', 'way', 'smell', 'bad', 'natur', 'product', 'use', 'harsh', 'fragranc', 'littl', 'goe', 'long', 'way', 'product', 'bought', 'small', '0', '45', 'oz', 'test', 'last', 'quit', 'complaint', 'get', 'littl', 'hairlin', 'harden', 'hair', 'make', 'feel', 'like', 'taken', 'shower', 'dramat', 'clear', 'skin', 'love']","Munice, IN",Daily Superfoliant,603,117,4.162393162393163,0.1779,1
Love it!,"['tri', 'month', 'ago', 'use', 'addit', 'daili', 'microfoli', 'scrub', 'definit', 'clean', 'oili', 'skin', 'nice', 'use', 'run', 'stori', 'life', '15', 'minut', 'mask', 'order', 'second', 'bottl']",CA,Daily Superfoliant,254,52,3.9038461538461537,0.6705,1
Daily Superfoliant,"['use', 'long', 'far', 'notic', 'make', 'face', 'squeaki', 'clean', 'seem', 'reduct', 'acn', 'breakout', 'great', 'howev', 'use', 'everyday', 'leav', 'skin', 'feel', 'dri', 'use', '2', 'day', 'row', 'absolut', 'hate', 'smell', 'describ', 'find', 'smell', 'unpleas', 'overal', 'good', 'product', 'love', 'thing', 'skin', 'think', 'use', 'switch', 'back', 'daili', 'microfoli', 'feel', 'much', 'gentl', 'skin', 'smell', 'much', 'nicer']",Durham,Daily Superfoliant,570,111,4.1441441441441444,0.9201,1
Gentle daily exfoliant,"['receiv', 'sampl', 'tri', 'first', 'time', 'exfoli', 'cleanser', 'gentl', 'enough', 'use', 'daili', 'basi', 'like', 'foam', 'much', 'good', 'job', 'clean', 'howev', 'quiet', 'distinct', 'scent', 'mayb', 'charcoal', 'kinda', 'threw', 'ok', 'product']","Dayton, NJ",Daily Superfoliant,299,58,4.172413793103448,0.8411,1
I will always keep this as my daily!,"['use', 'morn', 'even', 'leav', 'skin', 'smooth', 'clean', 'improv', 'textur', 'balanc', 'oili', 'zone']","Port Richey, FL",Daily Superfoliant,104,19,4.526315789473684,0.4019,1
In love!!,"['day', 'gener', 'busi', 'alway', 'made', 'think', 'much', 'time', 'skin', 'care', 'routin', 'decid', 'tri', 'start', 'daili', 'care', 'routin', 'take', 'care', 'skin', 'includ', 'exfoli', 'routin', 'use', 'bath', 'first', 'use', 'dermalogica', 'cleans', 'gel', 'exfoli', 'realli', 'practic', 'use', '3', 'month', 'write', 'review', 'make', 'sure', 'differ', 'realli', 'need', 'say', 'everyon', 'think', 'buy', 'product', 'realli', 'worth', 'skin', 'realli', 'improv', 'best', 'part', 'product', 'super', 'gentl', 'skin', 'feel', 'skin', 'soft', 'use', 'receiv', 'product', 'complimentari', 'test', 'purpos', 'definit', 'buy']",London,Daily Superfoliant,776,146,4.321917808219178,0.9678,1
In love!!!!,"['day', 'gener', 'busi', 'alway', 'made', 'think', 'much', 'time', 'skin', 'care', 'routin', 'decid', 'tri', 'start', 'daili', 'care', 'routin', 'take', 'care', 'skin', 'includ', 'exfoli', 'routin', 'use', 'bath', 'first', 'use', 'dermalogica', 'cleans', 'gel', 'exfoli', 'realli', 'practic', 'use', '3', 'month', 'write', 'review', 'make', 'sure', 'differ', 'realli', 'need', 'say', 'everyon', 'think', 'buy', 'product', 'realli', 'worth', 'skin', 'realli', 'improv', 'best', 'part', 'product', 'super', 'gentl', 'skin', 'feel', 'skin', 'soft', 'use', 'receiv', 'product', 'complimentari', 'test', 'purpos', 'definit', 'buy']",London,Daily Superfoliant,776,146,4.321917808219178,0.9678,1
Love it!!,"['leav', 'skin', 'glow', 'scratch', 'irrit', 'like', 'drug', 'store', 'brand', 'scrub']","Pensacola, Fl",Daily Superfoliant,90,14,5.5,0.3612,1
New favorite,"['bought', 'recommend', 'esthetician', 'sorri', 'spell', 'wrong', 'ulta', 'usual', 'buy', 'drug', 'store', 'product', 'tri', 'start', 'get', 'better', 'qualiti', 'product', 'skin', 'bought', 'smaller', 'bottl', 'want', 'tri', 'spend', 'much', 'full', 'size', 'bottl', 'use', 'first', 'time', 'im', 'love', 'face', 'never', 'smooth', 'quickli', 'realiz', 'differ', 'normal', 'use', 'first', 'use', 'scrub', 'kind', 'hard', 'exfoli', 'that', 'start', 'product', 'quickli', 'realiz', 'need', 'gentl', 'start', 'feel', 'bit', 'burn', 'sensat', 'let', 'much', 'pressur', 'appli', 'continu', 'exfoli', 'gentli', 'burn', 'expect', 'sinc', 'much', 'gentler', 'avoid', 'burn', 'would', 'exfoli', 'well', 'wrong', 'made', 'face', 'feel', 'thousand', 'time', 'smoother', 'anyth', 'use', 'find', 'littl', 'dri', 'appli', 'moistur', 'right', 'rins', 'dri', 'face', 'tip', 'anyon', 'use', 'product', 'super', 'gentl', 'dont', 'need', 'put', 'lot', 'pressur', 'get', 'deep', 'exfoli', 'product', 'massag', 'onto', 'face', 'lightli', 'appli', 'moistur', 'work', 'well', 'burn', 'caus', 'scrub', 'hard', 'recommend', 'moistur', 'right', 'think', 'fantast', 'product', 'alreadi', 'recommend', 'sister', 'sister', 'law', 'definit', 'buy']",Flint Mi,Daily Superfoliant,1547,291,4.319587628865979,0.9559,1
"great, gentle exfoliant! use it daily with great results!","['use', 'daili', 'help', 'balanc', 'skin', 'effect', 'age', 'love', 'love', 'love']","Buffalo, MN",Daily Superfoliant,76,15,4.133333333333334,0.946,1
WHAT HAS BEEN MISSING IN MY SKINCARE,"['first', 'use', 'product', 'almost', 'cri', 'acn', 'prone', 'skin', 'dri', 'scar', 'everyth', 'use', 'never', 'felt', 'skin', 'like', 'smooth', 'soft', 'never', 'thought', 'skin', 'would', 'ever', 'feel', 'like', 'love', 'fun', 'use', 'thank', 'much', 'product', 'made', 'love']",ESSEX,Daily Superfoliant,330,69,3.7971014492753623,0.8996,1
The BEST! Will purchase again!,"['best', 'exfoli', 'ever', 'realli', 'exfoli', 'scare', 'might', 'bad', 'effect', 'perfect', 'skin', 'felt', 'realli', 'realli', 'soft', 'smooth', 'feel', 'clean', 'dri', 'realli', 'fresh', 'scent', 'bad', 'reaction', 'whatsoev', 'use', 'least', 'twice', 'week', 'face', 'never', 'clearer', 'use', 'shower', 'hit', 'hay', 'definit', 'purchas', 'run']",London,Daily Superfoliant,473,93,4.096774193548387,0.4019,1
Must-have product for clogged skin!,"['soon', 'start', 'use', 'notic', 'differ', 'textur', 'skin', 'lot', 'clog', 'pore', 'use', 'superfoli', 'skin', 'soooo', 'smooth', 'touch', 'best', 'thing', 'makeup', 'appli', 'nice', 'skin', 'cake', 'skin', 'actual', 'glow', 'recent', 'addit', 'skincar', 'routin', 'receiv', 'daili', 'superfoli', 'free', 'test', 'influenc', 'review']",Glasgow,Daily Superfoliant,486,95,4.126315789473685,0.8834,1
Such a great product! I will definitely buy it!,"['receiv', 'product', 'free', 'tri', 'along', 'dermalogica', 'product', 'alway', 'use', 'daili', 'microfoli', 'never', 'use', 'realli', 'made', 'skin', 'feel', 'great', 'brighter', 'look', 'better', 'need', 'use', 'twice', 'week', 'quit', 'sensit', 'skin', 'skin', 'also', 'get', 'quit', 'dri', 'made', 'exfoli', 'daili', 'final', 'twice', 'week', 'dryness', 'problem', 'love', 'definit', 'buy', 'run', 'one']",London,Daily Superfoliant,517,100,4.18,0.9371,1
Super Clean,"['realli', 'enjoy', 'use', 'product', 'skin', 'left', 'super', 'clean', 'use', 'found', 'tad', 'harsh', 'begin', 'expect', 'stop', 'use', 'use', 'skim', 'use', 'work', 'well', 'luckili', 'sent', 'free', 'test', 'purpos', 'howev', 'find', 'tad', 'pricey', 'unsur', 'purchas']",Wigan,Daily Superfoliant,342,67,4.119402985074627,0.8779,1
Phenomenal,"['sensit', 'skin', 'easi', 'shop', 'product', 'daili', 'superfoli', 'incred', 'gentl', 'accommod', 'exfoli', 'cheapest', 'product', 'find', 'market', 'may', 'consid', 'budget', 'probabl', 'critic', 'point', 'product', 'worth', 'splurg', '100', 'could', 'say', 'could', 'spend', 'money', 'elsewher', 'someth', 'similar', 'cheaper', 'price', 'would', 'dermalogica', 'win', 'phenomen', 'product', 'differ', 'exfoli', 'market', 'today', 'exfoli', 'leav', 'skin', 'clearer', 'brighter', 'without', 'feel', 'strip', 'could', 'even', 'ask']",London,Daily Superfoliant,690,115,5.008695652173913,0.7351,1
